shopId,shopName,shopGlng,shopGlat,shopPower,shopType,mainCategoryName,categoryURLName,shopGroupId,categoryName,comNum
10333195,博文口腔,121.479419,31.338168,40,85,齿科,medical,10333195,医疗健康,142
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,628
10719858,内科诊所,121.398609,31.348835,35,85,医院,medical,10719858,医疗健康,1
11573258,健康相册港,121.41141,31.2165,0,85,其他医疗,medical,11573258,医疗健康,0
11575561,大场社区卫生服务中心,121.41239,31.2837,30,85,医院,medical,2400526,医疗健康,45
11575566,大场社区卫生服务中心,121.40421,31.28327,20,85,医院,medical,2400526,医疗健康,5
12594874,甲丽净灰指甲,121.51739,31.180591,40,85,其他医疗,medical,7031576,医疗健康,22
12597851,佳百电脑医院,121.56607,31.24421,30,85,医院,medical,12597851,医疗健康,1
13688649,卓艺口腔,121.44077,31.263586,35,85,齿科,medical,5495687,医疗健康,5
13706622,建峰护理院,121.48458,31.284798,30,85,医院,medical,13706622,医疗健康,0
13723715,维尔仁合口腔门诊部,121.43344,31.22028,30,85,齿科,medical,13723715,医疗健康,42
13728120,齐乐口腔,121.422806,31.209017,40,85,齿科,medical,4118257,医疗健康,326
13741944,白遗桥社区卫生服务站,121.42524,31.28609,35,85,医院,medical,13741944,医疗健康,5
13797059,大麦生活体检,121.3779,31.21626,30,85,体检中心,medical,13797059,医疗健康,0
13797061,大麦生活体检,121.39019,31.168459,30,85,体检中心,medical,13797061,医疗健康,0
13797076,大麦生活体检,121.522627,31.227907,30,85,其他医疗,medical,13797076,医疗健康,0
13797082,大麦生活体检,121.498034,31.250421,30,85,其他医疗,medical,13797082,医疗健康,0
13804504,尤瓦仪器仪表有限公司,121.39496,31.23871,0,85,医院,medical,13804504,医疗健康,0
13881345,皮肤病医院,121.472314,31.251681,35,85,医院,medical,13881345,医疗健康,39
14064976,上海中医药大学实习医院,121.40773,31.24795,0,85,医院,medical,14064976,医疗健康,0
14712413,国宾浦东体检中心,121.44716,31.20314,30,85,体检中心,medical,14712413,医疗健康,1
14715860,安亭镇社区卫生服务中心,121.14781,31.306492,30,85,医院,medical,14715860,医疗健康,1
14715866,安亭镇社区卫生服务中心,121.21339,31.32286,0,85,医院,medical,14715860,医疗健康,1
14739651,福寿门诊部,121.57068,31.24137,30,85,医院,medical,14739651,医疗健康,7
14746091,瑞尔齿科,121.405407,31.202616,50,85,齿科,medical,1797382,医疗健康,264
14750224,汾阳视听医学中心,121.45017,31.210142,30,85,其他医疗,medical,14750224,医疗健康,9
14791938,华方科泰医药公司,121.538249,30.843849,0,85,其他医疗,medical,14791938,医疗健康,0
14864196,雨婧保健按摩,121.518689,31.279265,0,85,其他医疗,medical,14864196,医疗健康,0
14874465,天智口腔,121.51205,31.30556,50,85,齿科,medical,14874465,医疗健康,611
14907938,瑞士抗衰老,121.401,31.19764,0,85,其他医疗,medical,14907938,医疗健康,0
14937321,科美口腔,121.465271,30.927881,35,85,齿科,medical,14937321,医疗健康,34
14940186,红十字老年护理医院,121.422751,31.173439,0,85,医院,medical,14940186,医疗健康,0
14940233,敬老邨,121.419643,31.20504612,0,85,医院,medical,14940233,医疗健康,0
14940249,快乐源托老院,121.48201361762,31.264240451389,0,85,医院,medical,14940249,医疗健康,0
14940315,亲情安养院,121.47624,31.04507,0,85,医院,medical,14940315,医疗健康,0
14940347,世博家园颐养院,121.541339,31.152482,35,85,医院,medical,14940347,医疗健康,3
15039564,甲冉生灰指甲,121.523353,31.280824,35,85,其他医疗,medical,15039564,医疗健康,4
15042216,量健自然健康家园,121.513318,31.279535,30,85,其他医疗,medical,15042216,医疗健康,0
15049788,誉康国际连锁机构,121.48917,31.209891,35,85,其他医疗,medical,15049788,医疗健康,0
15051103,1100弄社区卫生服务站,121.450643,31.262943,0,85,医院,medical,15051103,医疗健康,0
15051134,Shanghai Green ClinIc,121.403543,31.205405,30,85,医院,medical,15051134,医疗健康,2
15051139,Shanghai FS Trading Co. Ltd.,121.437596,31.219254,0,85,其他医疗,medical,15051139,医疗健康,0
15051238,安亭镇红梅社区卫生服务站,121.159356,31.295066,0,85,医院,medical,15051238,医疗健康,0
15051344,百汇华鹰,121.46969,31.23037,35,85,其他医疗,medical,15051344,医疗健康,3
15051384,半淞园街道社区卫生服务中心,121.49409,31.21205,35,85,医院,medical,15051384,医疗健康,12
15051415,庙行镇场北卫生室,121.42243,31.333042,0,85,医院,medical,15051415,医疗健康,0
15051453,北蔡镇第二中心村卫生室,121.568223,31.175986,0,85,医院,medical,15051453,医疗健康,0
15051544,北汪红十字卫生站,121.43314,31.2158,0,85,医院,medical,15051544,医疗健康,0
15051632,博爱苑红十字卫生站,121.30967,31.29306,0,85,医院,medical,15051632,医疗健康,0
15051727,曹路社区卫生服务中心分中心,121.66561,31.29083,35,85,医院,medical,15051727,医疗健康,7
15051732,漕泾镇护塘村卫生室,121.38068,30.79314,0,85,医院,medical,15051732,医疗健康,0
15051806,通河社区卫生服务站,121.449565,31.335049,0,85,医院,medical,15051806,医疗健康,0
15051852,长寿社区卫生服务中心,121.42462,31.24093,30,85,医院,medical,15051852,医疗健康,14
15051921,车墩镇社区卫生服务中心,121.310409,31.015327,35,85,医院,medical,15051921,医疗健康,3
15052096,赤峰卫生服务点,121.49497,31.28278,35,85,医院,medical,15052096,医疗健康,1
15052126,川沙新镇思凡中心村卫生室,121.75127,31.143352,0,85,医院,medical,15052126,医疗健康,0
15052237,大场镇第三社区卫生服务中心,121.41895,31.299891,35,85,医院,medical,15052237,医疗健康,4
15052702,东城社区卫生服务站,121.537002,31.200486,40,85,医院,medical,15052702,医疗健康,15
15052712,东荡社区卫生服务站,121.428029,31.150491,0,85,医院,medical,15052712,医疗健康,0
15052852,东苑社区卫生服务站,121.47251,31.29268,0,85,医院,medical,15052852,医疗健康,0
15053000,方松街道社区卫生服务中心,121.207192,31.031328,30,85,医院,medical,15053000,医疗健康,16
15053048,枫泾镇农兴村卫生室,121.02432,30.8946,0,85,医院,medical,15053048,医疗健康,0
15053050,枫泾镇社区卫生服务中心,121.08102,30.86681,30,85,医院,medical,15053050,医疗健康,1
15053141,福仁眼科,121.43951,31.1922,35,85,医院,medical,15053141,医疗健康,2
15053163,付长秀,121.467,31.2861,35,85,其他医疗,medical,15053163,医疗健康,1
15053324,高桥社区卫生服务中心潼港服务站,121.570217,31.347001,0,85,医院,medical,15053324,医疗健康,0
15053346,高行社区卫生服务中心,121.58323,31.32892,35,85,医院,medical,15053346,医疗健康,1
15053347,高行社区卫生服务中心,121.577182,31.289901,35,85,医院,medical,15053347,医疗健康,1
15053380,工业区社区卫生服务中心,121.34529,30.85116,0,85,医院,medical,15053380,医疗健康,0
15053588,广元社区卫生服务站,121.440105,31.199334,30,85,医院,medical,15053588,医疗健康,1
15053817,航华三村卫生服务站,121.349261,31.166256,0,85,医院,medical,15053817,医疗健康,0
15054041,红十字护理院,121.430978,31.416724,0,85,医院,medical,15054041,医疗健康,0
15054077,红十字老年护理院,121.29867,31.37671,0,85,医院,medical,15054077,医疗健康,0
15054094,红十字肿瘤医院,121.453582,31.191673,30,85,医院,medical,15054094,医疗健康,1
15054145,虹桥社区卫生服务中心振虹服务站,121.40919,31.18602,30,85,医院,medical,15054145,医疗健康,3
15054156,鸿宁口腔,121.398715,31.250926,40,85,医院,medical,15054156,医疗健康,3
15054265,华漕社区卫生服务中心,121.291379,31.209061,30,85,医院,medical,15054265,医疗健康,3
15054287,华康社区卫生服务站,121.438812,31.208591,0,85,医院,medical,15054287,医疗健康,0
15054298,华林社区卫生服务站,121.353943,31.142263,0,85,医院,medical,15054298,医疗健康,0
15054301,华伦医院,121.27273,31.172154,30,85,医院,medical,15054301,医疗健康,4
15054440,黄浦区广场地段医院,121.467496,31.228784,30,85,医院,medical,15054440,医疗健康,2
15054554,惠南镇社区卫生服务中心,121.78297,31.03145,30,85,医院,medical,15054554,医疗健康,3
15054573,火炬村卫生室,121.14838,31.31971,0,85,医院,medical,15054573,医疗健康,0
15054741,嘉兴路街道社区卫生服务中心育才分中心,121.49835,31.25733,35,85,医院,medical,15054741,医疗健康,5
15054764,建工护理医院,121.45705,31.33887,30,85,医院,medical,15054764,医疗健康,1
15054844,江川地段医院,121.373173,30.997704,35,85,医院,medical,15054844,医疗健康,1
15054863,社区卫生服务中心,121.449189,31.238152,30,85,医院,medical,15054863,医疗健康,3
15054930,交大医学院附属第三人民医院,121.476418,31.408187,40,85,医院,medical,15054930,医疗健康,2
15055051,金鹏卫生服务点,121.526018,31.2676,35,85,医院,medical,15055051,医疗健康,1
15055058,金秋明口腔医院,121.311634,31.293928,30,85,齿科,medical,15055058,医疗健康,3
15055083,金卫卫生院,121.313748,30.724644,0,85,医院,medical,15055083,医疗健康,0
15055096,金泽镇社区卫生服务中心,120.926811,31.039511,0,85,医院,medical,15055096,医疗健康,0
15055135,晋元社区卫生服务站,121.46981,31.24043,35,85,医院,medical,15055135,医疗健康,1
15055256,靖海社区红十字卫生站,121.77185,31.0431,0,85,医院,medical,15055256,医疗健康,0
15055288,九亭镇社区卫生服务中心,121.320885,31.126602,30,85,医院,medical,15055288,医疗健康,3
15055461,康联医院,121.399642,31.198141,30,85,医院,medical,15055461,医疗健康,1
15055614,兰桥红十字卫生站,121.209,31.02923,0,85,医院,medical,15055614,医疗健康,0
15055646,老安村卫生室,121.376197,31.367436,0,85,医院,medical,15055646,医疗健康,0
15055675,老年医院呼吸科,121.441244,31.231414,0,85,医院,medical,15055675,医疗健康,0
15055676,老年医院住院部,121.467734,30.913505,0,85,医院,medical,15055676,医疗健康,0
15055763,李家社区卫生服务站,121.33261,31.34681,0,85,医院,medical,15055763,医疗健康,0
15055941,联东村卫生室,121.40747,31.31703,0,85,医院,medical,15055941,医疗健康,0
15056053,临床医学诊疗中心,121.51146,31.257253,30,85,齿科,medical,15056053,医疗健康,0
15056119,刘洪贞镶牙诊所,121.4466,31.1342,0,85,医院,medical,15056119,医疗健康,0
15056203,六灶镇社区卫生中心,121.71321,31.11086,0,85,医院,medical,15056203,医疗健康,0
15056375,吕巷镇马新村中心卫生室,121.16581,30.83447,0,85,医院,medical,15056375,医疗健康,0
15056391,罗店社区卫生服务中心,121.36083,31.38464,35,85,医院,medical,15056391,医疗健康,5
15056459,马桥镇友好村卫生室,121.39821,31.00228,0,85,医院,medical,15056459,医疗健康,0
15056500,茅秀兰私立口腔,121.44902,31.23979,35,85,齿科,medical,15056500,医疗健康,8
15056522,梅陇镇卫生院,121.43776,31.09095,30,85,医院,medical,15056522,医疗健康,2
15056637,民建村卫生室,121.45392,31.09507,0,85,医院,medical,15056637,医疗健康,0
15056655,民政老年医院,121.46801,31.40759,0,85,医院,medical,15056655,医疗健康,0
15056762,南大村社区卫生服务站,121.376938,31.298665,0,85,医院,medical,15056762,医疗健康,0
15056777,南龚社区卫生服务站,121.379506,31.191701,0,85,医院,medical,15056777,医疗健康,0
15056785,南航医院,121.5984,31.026,35,85,医院,medical,15056785,医疗健康,1
15056793,南华社区卫生服务站,121.30798,31.28822,0,85,医院,medical,15056793,医疗健康,0
15056853,南桥镇江海小区中心卫生室,121.45746,30.90656,0,85,医院,medical,15056853,医疗健康,0
15056855,南桥镇社区卫生服务中心,121.480775,30.91117,0,85,医院,medical,15056855,医疗健康,0
15057104,贫困老人诊疗所,121.470186,31.222387,0,85,医院,medical,15057104,医疗健康,0
15057128,上海平仁钦诊所,121.31815,31.06373,0,85,医院,medical,15057128,医疗健康,0
15057161,浦江社区卫生服务中心,121.533098,31.060913,30,85,其他医疗,medical,15057161,医疗健康,14
15057272,钱其云镶牙,121.480689,31.336781,0,85,齿科,medical,15057272,医疗健康,0
15057291,乔兰香内科诊所,121.57278,31.34825,0,85,医院,medical,15057291,医疗健康,0
15057335,青城医院,121.115422,31.159974,0,85,医院,medical,15057335,医疗健康,0
15057354,青浦区妇幼保健所,121.136549,31.157479,35,85,医院,medical,15057354,医疗健康,2
15057400,清真社区卫生服务站,121.45791,31.20001,35,85,医院,medical,15057400,医疗健康,1
15057435,曲阳市民驿站卫生服务站,121.488008,31.279496,0,85,医院,medical,15057435,医疗健康,0
15057465,人工膝关节置换特色专科,121.422358,31.204969,0,85,医院,medical,15057465,医疗健康,0
15057805,润英镶牙,121.42539,31.2605,0,85,齿科,medical,15057805,医疗健康,0
15057932,山阳镇社区卫生服务中心,121.3716,30.76659,35,85,医院,medical,15057932,医疗健康,1
15057972,上海黄浦医疗中心,121.49589,31.209639,35,85,其他医疗,medical,15057972,医疗健康,3
